,P.Value,adj.P.Val,logFC,gene,lateral line
ENSDARG00000069044,0.988235667,0.999737975,0.043894557,agpat4,FALSE
ENSDARG00000056331,0.988235667,0.999737975,0.043894557,ahcyl1,FALSE
ENSDARG00000090301,0.988235667,0.999737975,0.043894557,usp48,FALSE
ENSDARG00000075752,0.988235667,0.999737975,0.043894557,myo18aa,FALSE
ENSDARG00000075446,0.988235667,0.999737975,0.043894557,naa25,FALSE
ENSDARG00000070448,0.988235667,0.999737975,0.043894557,grk4,FALSE
ENSDARG00000060438,0.988235667,0.999737975,0.043894557,tbl1x,FALSE
ENSDARG00000104758,0.988235667,0.999737975,0.043894557,zgc:194981,FALSE
ENSDARG00000103244,0.988235667,0.999737975,0.043894557,CABZ01081752.3,FALSE
ENSDARG00000099846,0.988235667,0.999737975,0.043894557,si:ch211-154o6.3,FALSE
ENSDARG00000043003,0.988235667,0.999737975,0.043894557,pcyt2,FALSE
ENSDARG00000099527,0.988235667,0.999737975,0.043894557,nkiras1,FALSE
ENSDARG00000024299,0.988235667,0.999737975,0.043894557,c1qtnf4,FALSE
ENSDARG00000071250,0.988235667,0.999737975,0.043894557,tmem79a,FALSE
ENSDARG00000075393,0.988235667,0.999737975,0.043894557,spock2,FALSE
ENSDARG00000099972,0.988235667,0.999737975,0.043894557,nup153,FALSE
ENSDARG00000078603,0.988235667,0.999737975,0.043894557,myo1hb,FALSE
ENSDARG00000021232,0.988235667,0.999737975,0.043894557,nkx2.7,FALSE
ENSDARG00000044692,0.988235667,0.999737975,0.043894557,eri1,FALSE
ENSDARG00000036834,0.988235667,0.999737975,0.043894557,krt92,FALSE
ENSDARG00000092478,0.988235667,0.999737975,0.043894557,sdhaf1,FALSE
ENSDARG00000059925,0.988235667,0.999737975,0.043894557,usp24,FALSE
ENSDARG00000001888,0.988235667,0.999737975,0.043894557,ppm1ba,FALSE
ENSDARG00000097378,0.988235667,0.999737975,0.043894557,si:dkey-81l17.7,FALSE
ENSDARG00000005115,0.988235667,0.999737975,0.043894557,calub,FALSE
ENSDARG00000024229,0.988235667,0.999737975,0.043894557,ubl7a,FALSE
ENSDARG00000020956,0.988235667,0.999737975,0.043894557,pck2,FALSE
ENSDARG00000088929,0.988235667,0.999737975,0.043894557,ypel5,FALSE
ENSDARG00000102987,0.988235667,0.999737975,0.043894557,capn7,FALSE
ENSDARG00000043905,0.988235667,0.999737975,0.043894557,rnf14,FALSE
ENSDARG00000016048,0.988235667,0.999737975,0.043894557,gpat3,FALSE
ENSDARG00000089663,0.988277397,0.999737975,0.010723217,LSM3,FALSE
ENSDARG00000015759,0.988338906,0.999737975,-0.024533821,tspan7,FALSE
ENSDARG00000102531,0.988373927,0.999737975,-0.014024342,anapc11,FALSE
ENSDARG00000093182,0.988410363,0.999737975,-0.043236182,eif2ak1,FALSE
ENSDARG00000037966,0.98858754,0.999737975,-0.03591422,thoc6,FALSE
ENSDARG00000077751,0.988791373,0.999737975,0.030460182,nol9,FALSE
ENSDARG00000016173,0.988849628,0.999737975,-0.007078089,cct3,FALSE
ENSDARG00000016393,0.988887749,0.999737975,0.009113845,arf2b,FALSE
ENSDARG00000103415,0.989038476,0.999737975,-0.035642416,CABZ01117131.1,FALSE
ENSDARG00000071345,0.989095063,0.999737975,0.036953223,mgst2,FALSE
ENSDARG00000057929,0.989245228,0.999737975,0.033812933,naf1,FALSE
ENSDARG00000014499,0.989260441,0.999737975,-0.011054864,nutf2l,FALSE
ENSDARG00000101404,0.989296443,0.999737975,0.034904578,ZCCHC11 (1 to many),FALSE
ENSDARG00000059388,0.989380314,0.999737975,0.039623642,bdh1,FALSE
ENSDARG00000090625,0.989380314,0.999737975,0.039623642,BCL2L12,FALSE
ENSDARG00000069037,0.989380314,0.999737975,0.039623642,akip1,FALSE
ENSDARG00000042821,0.989380314,0.999737975,0.039623642,agps,FALSE
ENSDARG00000097044,0.989380314,0.999737975,0.039623642,si:dkey-14d8.24,FALSE
ENSDARG00000094486,0.989380314,0.999737975,0.039623642,CEBPZ (1 to many),FALSE
ENSDARG00000078801,0.989380314,0.999737975,0.039623642,MSANTD1,FALSE
ENSDARG00000103682,0.989452158,0.999737975,-0.010233996,si:dkey-23i12.5,FALSE
ENSDARG00000039669,0.98945893,0.999737975,0.034987815,TSTA3 (1 to many),FALSE
ENSDARG00000012140,0.989505967,0.999737975,-0.032457954,ccnl1b,FALSE
ENSDARG00000044102,0.98954407,0.999737975,-0.009816127,znf593,FALSE
ENSDARG00000092358,0.989589693,0.999737975,0.035053194,si:ch211-114l13.11,FALSE
ENSDARG00000104726,0.989596365,0.999737975,-0.01864258,si:ch211-162e15.3,FALSE
ENSDARG00000057255,0.98959991,0.999737975,-0.035625468,emc1,FALSE
ENSDARG00000042272,0.989662509,0.999737975,0.02571988,tmem231,FALSE
ENSDARG00000097343,0.98972538,0.999737975,0.035119558,si:ch211-165g14.3,FALSE
ENSDARG00000041402,0.989739634,0.999737975,0.035126444,zc3h14,FALSE
ENSDARG00000030166,0.989752312,0.999737975,0.035132555,hyi,FALSE
ENSDARG00000044183,0.989754655,0.999737975,0.035133683,prkab1a,FALSE
ENSDARG00000044255,0.989773496,0.999737975,0.035142737,rbm18,FALSE
ENSDARG00000053021,0.989788164,0.999737975,0.035149766,grsf1,FALSE
ENSDARG00000095579,0.989798793,0.999737975,0.035154849,FIS1,FALSE
ENSDARG00000031426,0.989799009,0.999737975,0.035154953,csrnp1a,FALSE
ENSDARG00000097799,0.989853453,0.999737975,-0.02265428,zgc:194207,FALSE
ENSDARG00000055291,0.989893619,0.999737975,-0.023107358,rab18a,FALSE
ENSDARG00000074757,0.98995095,0.999737975,0.037494495,arv1,FALSE
ENSDARG00000018285,0.98995095,0.999737975,0.037494495,pdpk1b,FALSE
ENSDARG00000078333,0.98995095,0.999737975,0.037494495,tmem234,FALSE
ENSDARG00000037260,0.98995095,0.999737975,0.037494495,toporsa,FALSE
ENSDARG00000036175,0.98995095,0.999737975,0.037494495,pcdh1b,FALSE
ENSDARG00000056515,0.98995095,0.999737975,0.037494495,spsb1,FALSE
ENSDARG00000069190,0.98995095,0.999737975,0.037494495,zgc:172339,FALSE
ENSDARG00000009208,0.98995095,0.999737975,0.037494495,prkcda,FALSE
ENSDARG00000013076,0.98995095,0.999737975,0.037494495,bmi1b,FALSE
ENSDARG00000073665,0.98995095,0.999737975,0.037494495,rasa1b,FALSE
ENSDARG00000104295,0.98995095,0.999737975,0.037494495,arhgap21a,FALSE
ENSDARG00000074064,0.98995095,0.999737975,0.037494495,rem2,FALSE
ENSDARG00000025808,0.98995095,0.999737975,0.037494495,taf5l,FALSE
ENSDARG00000010385,0.98995095,0.999737975,0.037494495,sept4a,FALSE
ENSDARG00000053864,0.98995095,0.999737975,0.037494495,elmsan1b,FALSE
ENSDARG00000013830,0.98995095,0.999737975,0.037494495,osbpl2b,FALSE
ENSDARG00000101222,0.98995095,0.999737975,0.037494495,lsm10,FALSE
ENSDARG00000025699,0.98995095,0.999737975,0.037494495,mbd1b,FALSE
ENSDARG00000063321,0.98995095,0.999737975,0.037494495,rabl2,FALSE
ENSDARG00000097000,0.98995095,0.999737975,0.037494495,si:ch211-66i8.3,FALSE
ENSDARG00000087863,0.98995095,0.999737975,0.037494495,cd44a,FALSE
ENSDARG00000002483,0.98995095,0.999737975,0.037494495,WNT7A (1 to many),FALSE
ENSDARG00000086911,0.98995095,0.999737975,0.037494495,si:dkey-100n23.5,FALSE
ENSDARG00000098800,0.98995095,0.999737975,0.037494495,si:dkey-15h8.11,FALSE
ENSDARG00000012642,0.98995095,0.999737975,0.037494495,si:ch211-266d19.4,FALSE
ENSDARG00000079973,0.98995095,0.999737975,0.037494495,pus10,FALSE
ENSDARG00000090821,0.98995095,0.999737975,0.037494495,tp53rk,FALSE
ENSDARG00000008165,0.98995095,0.999737975,0.037494495,caspa,FALSE
ENSDARG00000101324,0.98995095,0.999737975,0.037494495,apoa1b,FALSE
ENSDARG00000006314,0.98995095,0.999737975,0.037494495,itgav,FALSE
ENSDARG00000057392,0.98995095,0.999737975,0.037494495,lrrc31,FALSE
ENSDARG00000078942,0.98995095,0.999737975,0.037494495,enox2,FALSE
ENSDARG00000037655,0.98995095,0.999737975,0.037494495,pls3,FALSE
ENSDARG00000045790,0.98995095,0.999737975,0.037494495,si:ch211-125a15.1,FALSE
ENSDARG00000025859,0.98995095,0.999737975,0.037494495,lmf2b,FALSE
ENSDARG00000075331,0.98995095,0.999737975,0.037494495,golga4,FALSE
ENSDARG00000003414,0.98995095,0.999737975,0.037494495,capslb,FALSE
ENSDARG00000068983,0.98995095,0.999737975,0.037494495,btbd9,FALSE
ENSDARG00000058968,0.98995095,0.999737975,0.037494495,haus1,FALSE
ENSDARG00000041199,0.98995095,0.999737975,0.037494495,alg12,FALSE
ENSDARG00000096481,0.98995095,0.999737975,0.037494495,si:dkey-16p19.8,FALSE
ENSDARG00000091869,0.98995095,0.999737975,0.037494495,zgc:171727,FALSE
ENSDARG00000091624,0.98995095,0.999737975,0.037494495,si:ch73-240m12.1,FALSE
ENSDARG00000057881,0.98995095,0.999737975,0.037494495,si:dkey-33c12.3,FALSE
ENSDARG00000093659,0.98995095,0.999737975,0.037494495,entpd5b,FALSE
ENSDARG00000042115,0.98995095,0.999737975,0.037494495,tmem198a,FALSE
ENSDARG00000017489,0.98995095,0.999737975,0.037494495,zgc:123068,FALSE
ENSDARG00000069852,0.98995095,0.999737975,0.037494495,lipt2,FALSE
ENSDARG00000099280,0.98995095,0.999737975,0.037494495,UTP20,FALSE
ENSDARG00000098441,0.98995095,0.999737975,0.037494495,nars2,FALSE
ENSDARG00000060308,0.98995095,0.999737975,0.037494495,urb1,FALSE
ENSDARG00000056892,0.98995095,0.999737975,0.037494495,mpp6a,FALSE
ENSDARG00000074858,0.98995095,0.999737975,0.037494495,stard7,FALSE
ENSDARG00000075974,0.98995095,0.999737975,0.037494495,si:dkey-258f14.3,FALSE
ENSDARG00000070914,0.98995095,0.999737975,0.037494495,dusp6,FALSE
ENSDARG00000002754,0.98995095,0.999737975,0.037494495,pdcd2l,FALSE
ENSDARG00000031836,0.98995095,0.999737975,0.037494495,vps37c,FALSE
ENSDARG00000087752,0.98995095,0.999737975,0.037494495,rfwd3,FALSE
ENSDARG00000006981,0.98995095,0.999737975,0.037494495,ccdc113,FALSE
ENSDARG00000093773,0.98995095,0.999737975,0.037494495,si:ch1073-296i8.2,FALSE
ENSDARG00000102717,0.98995095,0.999737975,0.037494495,TMEM42 (1 to many),FALSE
ENSDARG00000058257,0.98995095,0.999737975,0.037494495,slc39a1,FALSE
ENSDARG00000016543,0.98995095,0.999737975,0.037494495,rnmtl1a,FALSE
ENSDARG00000035809,0.98995095,0.999737975,0.037494495,col1a1b,FALSE
ENSDARG00000095273,0.990063936,0.999737975,-0.006808862,cox8a,FALSE
ENSDARG00000053563,0.990188328,0.999737975,0.028254579,si:ch73-56d11.4,FALSE
ENSDARG00000026611,0.990202968,0.999737975,-0.027290177,socs3b,FALSE
ENSDARG00000013892,0.990334824,0.999737975,0.028352006,sorl1,FALSE
ENSDARG00000098777,0.990352056,0.999737975,0.035737284,AIM1L,FALSE
ENSDARG00000092609,0.99037281,0.999737975,-0.027259623,aup1,FALSE
ENSDARG00000029639,0.990392652,0.999737975,0.035750631,tomm70a,FALSE
ENSDARG00000068868,0.990413776,0.999737975,0.035757542,nap1l4b,FALSE
ENSDARG00000020581,0.990428333,0.999737975,0.035440511,otofb,TRUE
ENSDARG00000057672,0.990466934,0.999737975,0.018046507,plpp5,FALSE
ENSDARG00000103186,0.990491516,0.999737975,0.035467566,si:ch73-389k6.1,FALSE
ENSDARG00000054208,0.990491516,0.999737975,0.035467566,phkg2,FALSE
ENSDARG00000087950,0.990675581,0.999737975,0.01510338,IWS1,FALSE
ENSDARG00000019098,0.990716902,0.999737975,-0.012796834,cd82a,FALSE
ENSDARG00000017115,0.990723524,0.999737975,0.0203685,kctd10,FALSE
ENSDARG00000062752,0.990799487,0.999737975,0.031344015,mfap3l,FALSE
ENSDARG00000039217,0.990800054,0.999737975,0.031344223,orc1,FALSE
ENSDARG00000052851,0.990881438,0.999737975,0.028689973,golph3,FALSE
ENSDARG00000103917,0.990928909,0.999737975,0.028717546,znf185,FALSE
ENSDARG00000091187,0.990937776,0.999737975,0.033812488,UIMC1,FALSE
ENSDARG00000030297,0.990937776,0.999737975,0.033812488,sox13,FALSE
ENSDARG00000024818,0.990937776,0.999737975,0.033812488,rilpl2,FALSE
ENSDARG00000063539,0.990937776,0.999737975,0.033812488,slc25a15a,FALSE
ENSDARG00000087893,0.990937776,0.999737975,0.033812488,rnf216,FALSE
ENSDARG00000024728,0.990937776,0.999737975,0.033812488,hdhd2,FALSE
ENSDARG00000090820,0.990937776,0.999737975,0.033812488,slc2a10,FALSE
ENSDARG00000069833,0.990937776,0.999737975,0.033812488,rhbdl2,FALSE
ENSDARG00000075192,0.990937776,0.999737975,0.033812488,yme1l1a,FALSE
ENSDARG00000061169,0.991094931,0.999737975,0.028811885,larp1b,FALSE
ENSDARG00000090462,0.991097522,0.999737975,0.010620629,mrpl20,FALSE
ENSDARG00000018903,0.991138998,0.999737975,-0.013330798,aimp2,FALSE
ENSDARG00000015918,0.991275399,0.999737975,0.028910855,dlat,FALSE
ENSDARG00000097368,0.991276502,0.999737975,0.020119253,si:dkey-244a7.1,FALSE
ENSDARG00000045398,0.991310718,0.999737975,-0.01686382,mtrr,FALSE
ENSDARG00000057272,0.991319955,0.999737975,0.028934733,slc30a9,FALSE
ENSDARG00000069286,0.991332746,0.999737975,-0.018887411,ndufaf2,FALSE
ENSDARG00000054063,0.991360712,0.999737975,0.024776269,arpc4,FALSE
ENSDARG00000007918,0.99139877,0.999737975,0.028976443,ttc27,FALSE
ENSDARG00000029724,0.991422194,0.999737975,0.02898871,pqbp1,FALSE
ENSDARG00000078751,0.991428557,0.999737975,0.028992033,TPP2,FALSE
ENSDARG00000096939,0.99147426,0.999737975,0.02901577,id1,FALSE
ENSDARG00000045484,0.99147426,0.999737975,0.02901577,dcp1b,FALSE
ENSDARG00000011299,0.991476255,0.999737975,0.016463119,blzf1,FALSE
ENSDARG00000008490,0.991486621,0.999737975,0.029022152,ltv1,FALSE
ENSDARG00000018022,0.991495275,0.999737975,0.02902661,msh2,FALSE
ENSDARG00000056369,0.991497072,0.999737975,0.029027535,ufsp2,FALSE
ENSDARG00000034060,0.991524491,0.999737975,0.029041605,elac2,FALSE
ENSDARG00000012295,0.991530319,0.999737975,0.029044585,bcs1l,FALSE
ENSDARG00000073936,0.991540369,0.999737975,-0.014411331,BX511021.2,FALSE
ENSDARG00000034042,0.991551376,0.999737975,0.029055324,dnal1,FALSE
ENSDARG00000019062,0.991556827,0.999737975,0.029058096,arpc5b,FALSE
ENSDARG00000078686,0.991565902,0.999737975,0.029062705,arl8a,FALSE
ENSDARG00000034178,0.991566163,0.999737975,0.029062838,cpsf1,FALSE
ENSDARG00000070284,0.991566546,0.999737975,0.029063032,sft2d3,FALSE
ENSDARG00000052182,0.991569681,0.999737975,0.021983402,rbfox2,FALSE
ENSDARG00000042590,0.991585412,0.999737975,-0.009337011,rbm19,FALSE
ENSDARG00000070477,0.991611944,0.999737975,0.015862393,dnajc2,FALSE
ENSDARG00000058292,0.991697389,0.999737975,-0.025922052,sephs1,FALSE
ENSDARG00000006434,0.99179456,0.999737975,-0.022568836,polr1e,FALSE
ENSDARG00000055989,0.992074465,0.999737975,0.029307822,tmem161b,FALSE
ENSDARG00000017454,0.992087185,0.999737975,0.015150183,nup50,FALSE
ENSDARG00000032340,0.992202237,0.999737975,0.023777334,serhl,FALSE
ENSDARG00000100742,0.992323066,0.999737975,0.00969538,reep5,FALSE
ENSDARG00000100873,0.992330881,0.999737975,-0.013629604,NDUFAF3,FALSE
ENSDARG00000030465,0.992356437,0.999737975,0.016347195,tmem263,FALSE
ENSDARG00000103057,0.9923714,0.999737975,0.016934137,zfhx3,FALSE
ENSDARG00000044625,0.992475494,0.999737975,0.016206851,pcf11,FALSE
ENSDARG00000090872,0.992515361,0.999737975,0.019456784,si:dkey-276j7.1,FALSE
ENSDARG00000079350,0.992606709,0.999737975,0.01993785,znf654,FALSE
ENSDARG00000007130,0.992640555,0.999737975,0.007332881,mrto4,FALSE
ENSDARG00000031890,0.992647139,0.999737975,0.027411486,tcp11l1,FALSE
ENSDARG00000060320,0.992650963,0.999737975,0.027412687,dcaf5,FALSE
ENSDARG00000012929,0.992650963,0.999737975,0.027412687,eif2d,FALSE
ENSDARG00000037267,0.992738249,0.999737975,-0.027089351,zgc:158263,FALSE
ENSDARG00000102435,0.992738249,0.999737975,-0.027089351,plekhf1,FALSE
ENSDARG00000079854,0.992793074,0.999737975,0.018827213,scyl1,FALSE
ENSDARG00000007347,0.992822051,0.999737975,-0.013093893,degs1,FALSE
ENSDARG00000041565,0.992861639,0.999737975,0.019065117,tnfaip1,FALSE
ENSDARG00000041853,0.9928797,0.999737975,-0.014819918,rbm39b,FALSE
ENSDARG00000001729,0.992935454,0.999737975,-0.018906334,strn3,FALSE
ENSDARG00000058729,0.992936284,0.999737975,-0.018906042,akirin2,FALSE
ENSDARG00000078217,0.992948594,0.999737975,0.019333333,cblc,FALSE
ENSDARG00000008097,0.992971689,0.999737975,0.008828717,srsf9,FALSE
ENSDARG00000097256,0.992983021,0.999737975,0.026181397,si:ch211-270g19.5,FALSE
ENSDARG00000095974,0.992983021,0.999737975,0.026181397,si:ch73-211l13.2,FALSE
ENSDARG00000016526,0.992983021,0.999737975,0.026181397,gata3,FALSE
ENSDARG00000062319,0.992983021,0.999737975,0.026181397,si:dkey-103g5.3,FALSE
ENSDARG00000059680,0.992983021,0.999737975,0.026181397,fscn1a,FALSE
ENSDARG00000068409,0.992983021,0.999737975,0.026181397,vgll4l,FALSE
ENSDARG00000053810,0.993032383,0.999737975,0.009520884,hnrnpc,FALSE
ENSDARG00000074756,0.993039088,0.999737975,0.019582477,tfb2m,FALSE
ENSDARG00000009342,0.993094831,0.999737975,0.021527906,txndc5,FALSE
ENSDARG00000007141,0.993124343,0.999737975,0.014113982,psmc3,FALSE
ENSDARG00000029612,0.993144611,0.999737975,-0.025454587,gpkow,FALSE
ENSDARG00000101996,0.993194033,0.999737975,-0.018816265,cxxc1a,FALSE
ENSDARG00000062266,0.993336088,0.999737975,-0.014575823,edc4,FALSE
ENSDARG00000041137,0.993668328,0.999737975,-0.018656921,dhrs13a.3,FALSE
ENSDARG00000026616,0.993688818,0.999737975,0.014544873,zgc:113425,FALSE
ENSDARG00000045298,0.993697899,0.999737975,0.015741326,wipf2a,FALSE
ENSDARG00000007385,0.993718755,0.999737975,-0.004137557,cct7,FALSE
ENSDARG00000098433,0.993725071,0.999737975,0.01609728,utp6,FALSE
ENSDARG00000016122,0.993847616,0.999737975,0.012958776,ptrhd1,FALSE
ENSDARG00000093999,0.994052734,0.999737975,0.008204741,TTF1 (1 to many),FALSE
ENSDARG00000006397,0.994114402,0.999737975,0.005976632,laptm4a,FALSE
ENSDARG00000103554,0.994138152,0.999737975,0.018115009,notch1a,FALSE
ENSDARG00000014008,0.994191368,0.999737975,-0.014203231,cwc22,FALSE
ENSDARG00000078500,0.994221734,0.999737975,-0.021433522,dap3,FALSE
ENSDARG00000069980,0.99422605,0.999737975,-0.021435223,lman1,FALSE
ENSDARG00000091754,0.994411489,0.999737975,-0.015089475,CHCHD5,FALSE
ENSDARG00000036912,0.994464889,0.999737975,-0.019040335,edn1,TRUE
ENSDARG00000097001,0.994470048,0.999737975,0.020627392,si:ch73-233c7.1,FALSE
ENSDARG00000054916,0.994500409,0.999737975,-0.009757435,eif4ebp3,FALSE
ENSDARG00000028131,0.994532929,0.999737975,0.018651846,hccsa.1,FALSE
ENSDARG00000062510,0.99453671,0.999737975,0.018653229,bcl11ba,FALSE
ENSDARG00000002731,0.994543322,0.999737975,0.018655645,sdc2,FALSE
ENSDARG00000044153,0.994561047,0.999737975,-0.013097695,ppp1cb,FALSE
ENSDARG00000074424,0.994564578,0.999737975,0.020280415,ibtk,FALSE
ENSDARG00000042671,0.994564578,0.999737975,0.020280415,c2h1orf27,FALSE
ENSDARG00000067517,0.994564578,0.999737975,0.020280415,ccdc15,FALSE
ENSDARG00000030161,0.994564578,0.999737975,0.020280415,ppp1r14bb,FALSE
ENSDARG00000002165,0.994564578,0.999737975,0.020280415,psme1,FALSE
ENSDARG00000093612,0.994564578,0.999737975,0.020280415,si:dkey-92i17.2,FALSE
ENSDARG00000028896,0.994564578,0.999737975,0.020280415,plpp2b,FALSE
ENSDARG00000090223,0.994564578,0.999737975,0.020280415,msl1b,FALSE
ENSDARG00000069082,0.994569261,0.999737975,0.018665075,rnmtl1b,FALSE
ENSDARG00000008218,0.994570924,0.999737975,0.015614027,znf410,FALSE
ENSDARG00000016867,0.994633896,0.999737975,-0.012101056,rnf128a,FALSE
ENSDARG00000037654,0.994881288,0.999737975,0.0144678,pmm2,FALSE
ENSDARG00000076847,0.995244365,0.999737975,-0.01011672,tnrc6c1,FALSE
ENSDARG00000038695,0.995327262,0.999737975,-0.0040767,elavl1,FALSE
ENSDARG00000075297,0.995469648,0.999737975,0.0109889,trnt1,TRUE
ENSDARG00000102105,0.995555828,0.999737975,-0.002925708,dad1,FALSE
ENSDARG00000103320,0.995563621,0.999737975,-0.010610203,lclat1,FALSE
ENSDARG00000007359,0.995604091,0.999737975,-0.013455302,UBL4B,FALSE
ENSDARG00000061862,0.99568245,0.999737975,0.014418563,myo18ab,FALSE
ENSDARG00000002487,0.995752854,0.999737975,-0.007680659,noc3l,FALSE
ENSDARG00000001890,0.995776955,0.999737975,0.014451552,STT3B,FALSE
ENSDARG00000102048,0.995784887,0.999737975,0.014454265,slc25a43,FALSE
ENSDARG00000012078,0.995945536,0.999737975,0.012989371,meis1b,FALSE
ENSDARG00000006062,0.995971353,0.999737975,0.013000387,akap1b,FALSE
ENSDARG00000098181,0.996156747,0.999737975,0.014339831,zgc:113184,FALSE
ENSDARG00000027813,0.996156747,0.999737975,0.014339831,nus1,FALSE
ENSDARG00000078497,0.996156747,0.999737975,0.014339831,timeless,FALSE
ENSDARG00000019038,0.996156747,0.999737975,0.014339831,sgsm3,FALSE
ENSDARG00000017590,0.996156747,0.999737975,0.014339831,nit2,FALSE
ENSDARG00000012572,0.996156747,0.999737975,0.014339831,polr3f,FALSE
ENSDARG00000094704,0.99616852,0.999737975,0.013080517,bcl2a,FALSE
ENSDARG00000055339,0.996171559,0.999737975,0.013081698,MIPEP (1 to many),FALSE
ENSDARG00000098670,0.996173435,0.999737975,0.013082426,MAP4K4,FALSE
ENSDARG00000037276,0.996176401,0.999737975,0.013083576,map9,FALSE
ENSDARG00000037645,0.996176401,0.999737975,0.013083576,zgc:173570,FALSE
ENSDARG00000009783,0.996179496,0.999737975,0.013084775,dirc2,FALSE
ENSDARG00000104541,0.996188847,0.999737975,0.013088386,msh6,FALSE
ENSDARG00000020301,0.99619094,0.999737975,0.013089192,os9,FALSE
ENSDARG00000025076,0.996200427,0.999737975,0.013092837,marveld2a,FALSE
ENSDARG00000024681,0.996533436,0.999737975,-0.010978132,pane1,FALSE
ENSDARG00000051915,0.99656672,0.999737975,0.008548865,pde5ab,FALSE
ENSDARG00000033965,0.996683077,0.999737975,0.007393768,nup58,FALSE
ENSDARG00000038901,0.997062464,0.999737975,-0.01089689,tmem256,FALSE
ENSDARG00000021048,0.997160181,0.999737975,-0.009917128,clptm1l,FALSE
ENSDARG00000095458,0.997276684,0.999737975,-0.009962308,si:dkey-240h12.3,FALSE
ENSDARG00000078233,0.997321581,0.999737975,-0.003285996,ctnnd1,FALSE
ENSDARG00000079312,0.997324548,0.999737975,-0.009980164,kmt2ca,FALSE
ENSDARG00000069066,0.997324548,0.999737975,-0.009980164,nufip2,FALSE
